IP,Hostname,Port,Port Protocol,CVSS,Severity,QoD,Solution Type,NVT Name,Summary,Specific Result,NVT OID,CVEs,Task ID,Task Name,Timestamp,Result ID,Impact,Solution,Affected Software/OS,Vulnerability Insight,Vulnerability Detection Method,Product Detection Result,BIDs,CERTs,Other References
4ec2d0b8731f7594c7591274bedb2c1dd200ac144bfce1772f87da88fd875a4a,,10250.0,tcp,7.5,High,98,Mitigation,SSL/TLS: Report Vulnerable Cipher Suites for HTTPS,"This routine reports all SSL/TLS cipher suites accepted by a service
  where attack vectors exists only on HTTPS services.","Vulnerable' cipher suites accepted by this service via the TLSv1.2 protocol:

TLS_ECDHE_RSA_WITH_3DES_EDE_CBC_SHA (SWEET32)
TLS_RSA_WITH_3DES_EDE_CBC_SHA (SWEET32)


",1.3.6.1.4.1.25623.1.0.108031,"CVE-2016-2183,CVE-2016-6329,CVE-2020-12872",3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T00:09:02Z,1caa9881-275a-407b-ba89-71aeb6286d95,,"The configuration of this services should be changed so
  that it does not accept the listed cipher suites anymore.

  Please see the references for more resources supporting you with this task.",Services accepting vulnerable SSL/TLS cipher suites via HTTPS.,"These rules are applied for the evaluation of the vulnerable cipher suites:

  - 64-bit block cipher 3DES vulnerable to the SWEET32 attack (CVE-2016-2183).","
Details:
SSL/TLS: Report Vulnerable Cipher Suites for HTTPS
(OID: 1.3.6.1.4.1.25623.1.0.108031)
Version used: 2023-07-20T05:05:17Z
",,,"DFN-CERT-2021-1618,DFN-CERT-2021-0775,DFN-CERT-2021-0770,DFN-CERT-2021-0274,DFN-CERT-2020-2141,DFN-CERT-2020-0368,DFN-CERT-2019-1455,DFN-CERT-2019-0068,DFN-CERT-2018-1296,DFN-CERT-2018-0323,DFN-CERT-2017-2070,DFN-CERT-2017-1954,DFN-CERT-2017-1885,DFN-CERT-2017-1831,DFN-CERT-2017-1821,DFN-CERT-2017-1785,DFN-CERT-2017-1626,DFN-CERT-2017-1326,DFN-CERT-2017-1239,DFN-CERT-2017-1238,DFN-CERT-2017-1090,DFN-CERT-2017-1060,DFN-CERT-2017-0968,DFN-CERT-2017-0947,DFN-CERT-2017-0946,DFN-CERT-2017-0904,DFN-CERT-2017-0816,DFN-CERT-2017-0746,DFN-CERT-2017-0677,DFN-CERT-2017-0675,DFN-CERT-2017-0611,DFN-CERT-2017-0609,DFN-CERT-2017-0522,DFN-CERT-2017-0519,DFN-CERT-2017-0482,DFN-CERT-2017-0351,DFN-CERT-2017-0090,DFN-CERT-2017-0089,DFN-CERT-2017-0088,DFN-CERT-2017-0086,DFN-CERT-2016-1943,DFN-CERT-2016-1937,DFN-CERT-2016-1732,DFN-CERT-2016-1726,DFN-CERT-2016-1715,DFN-CERT-2016-1714,DFN-CERT-2016-1588,DFN-CERT-2016-1555,DFN-CERT-2016-1391,DFN-CERT-2016-1378,WID-SEC-2024-0209,WID-SEC-2024-0064,WID-SEC-2022-2226,WID-SEC-2022-1955,CB-K21/1094,CB-K20/1023,CB-K20/0321,CB-K20/0314,CB-K20/0157,CB-K19/0618,CB-K19/0615,CB-K18/0296,CB-K17/1980,CB-K17/1871,CB-K17/1803,CB-K17/1753,CB-K17/1750,CB-K17/1709,CB-K17/1558,CB-K17/1273,CB-K17/1202,CB-K17/1196,CB-K17/1055,CB-K17/1026,CB-K17/0939,CB-K17/0917,CB-K17/0915,CB-K17/0877,CB-K17/0796,CB-K17/0724,CB-K17/0661,CB-K17/0657,CB-K17/0582,CB-K17/0581,CB-K17/0506,CB-K17/0504,CB-K17/0467,CB-K17/0345,CB-K17/0098,CB-K17/0089,CB-K17/0086,CB-K17/0082,CB-K16/1837,CB-K16/1830,CB-K16/1635,CB-K16/1630,CB-K16/1624,CB-K16/1622,CB-K16/1500,CB-K16/1465,CB-K16/1307,CB-K16/1296",
6baf64815ef536a2c9bc03085b5e2dfd211e27cde315cf4cafc9dd45c6e1e528,d6885a80e5c12cac2407c61d41a2c2f3914977ef057f30bca05722e765700693,8140.0,tcp,7.5,High,98,Mitigation,SSL/TLS: Report Vulnerable Cipher Suites for HTTPS,"This routine reports all SSL/TLS cipher suites accepted by a service
  where attack vectors exists only on HTTPS services.","Vulnerable' cipher suites accepted by this service via the SSLv3 protocol:

TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA (SWEET32)
TLS_DHE_RSA_WITH_DES_CBC_SHA (SWEET32)
TLS_RSA_WITH_3DES_EDE_CBC_SHA (SWEET32)
TLS_RSA_WITH_DES_CBC_SHA (SWEET32)

'Vulnerable' cipher suites accepted by this service via the TLSv1.0 protocol:

TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA (SWEET32)
TLS_DHE_RSA_WITH_DES_CBC_SHA (SWEET32)
TLS_RSA_WITH_3DES_EDE_CBC_SHA (SWEET32)
TLS_RSA_WITH_DES_CBC_SHA (SWEET32)

'Vulnerable' cipher suites accepted by this service via the TLSv1.1 protocol:

TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA (SWEET32)
TLS_DHE_RSA_WITH_DES_CBC_SHA (SWEET32)
TLS_RSA_WITH_3DES_EDE_CBC_SHA (SWEET32)
TLS_RSA_WITH_DES_CBC_SHA (SWEET32)

'Vulnerable' cipher suites accepted by this service via the TLSv1.2 protocol:

TLS_DHE_RSA_WITH_3DES_EDE_CBC_SHA (SWEET32)
TLS_DHE_RSA_WITH_DES_CBC_SHA (SWEET32)
TLS_RSA_WITH_3DES_EDE_CBC_SHA (SWEET32)
TLS_RSA_WITH_DES_CBC_SHA (SWEET32)


",1.3.6.1.4.1.25623.1.0.108031,"CVE-2016-2183,CVE-2016-6329,CVE-2020-12872",3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-11T23:55:22Z,0944fa58-f03b-4eac-8ae0-524cc726f2bf,,"The configuration of this services should be changed so
  that it does not accept the listed cipher suites anymore.

  Please see the references for more resources supporting you with this task.",Services accepting vulnerable SSL/TLS cipher suites via HTTPS.,"These rules are applied for the evaluation of the vulnerable cipher suites:

  - 64-bit block cipher 3DES vulnerable to the SWEET32 attack (CVE-2016-2183).","
Details:
SSL/TLS: Report Vulnerable Cipher Suites for HTTPS
(OID: 1.3.6.1.4.1.25623.1.0.108031)
Version used: 2023-07-20T05:05:17Z
",,,"DFN-CERT-2021-1618,DFN-CERT-2021-0775,DFN-CERT-2021-0770,DFN-CERT-2021-0274,DFN-CERT-2020-2141,DFN-CERT-2020-0368,DFN-CERT-2019-1455,DFN-CERT-2019-0068,DFN-CERT-2018-1296,DFN-CERT-2018-0323,DFN-CERT-2017-2070,DFN-CERT-2017-1954,DFN-CERT-2017-1885,DFN-CERT-2017-1831,DFN-CERT-2017-1821,DFN-CERT-2017-1785,DFN-CERT-2017-1626,DFN-CERT-2017-1326,DFN-CERT-2017-1239,DFN-CERT-2017-1238,DFN-CERT-2017-1090,DFN-CERT-2017-1060,DFN-CERT-2017-0968,DFN-CERT-2017-0947,DFN-CERT-2017-0946,DFN-CERT-2017-0904,DFN-CERT-2017-0816,DFN-CERT-2017-0746,DFN-CERT-2017-0677,DFN-CERT-2017-0675,DFN-CERT-2017-0611,DFN-CERT-2017-0609,DFN-CERT-2017-0522,DFN-CERT-2017-0519,DFN-CERT-2017-0482,DFN-CERT-2017-0351,DFN-CERT-2017-0090,DFN-CERT-2017-0089,DFN-CERT-2017-0088,DFN-CERT-2017-0086,DFN-CERT-2016-1943,DFN-CERT-2016-1937,DFN-CERT-2016-1732,DFN-CERT-2016-1726,DFN-CERT-2016-1715,DFN-CERT-2016-1714,DFN-CERT-2016-1588,DFN-CERT-2016-1555,DFN-CERT-2016-1391,DFN-CERT-2016-1378,WID-SEC-2024-0209,WID-SEC-2024-0064,WID-SEC-2022-2226,WID-SEC-2022-1955,CB-K21/1094,CB-K20/1023,CB-K20/0321,CB-K20/0314,CB-K20/0157,CB-K19/0618,CB-K19/0615,CB-K18/0296,CB-K17/1980,CB-K17/1871,CB-K17/1803,CB-K17/1753,CB-K17/1750,CB-K17/1709,CB-K17/1558,CB-K17/1273,CB-K17/1202,CB-K17/1196,CB-K17/1055,CB-K17/1026,CB-K17/0939,CB-K17/0917,CB-K17/0915,CB-K17/0877,CB-K17/0796,CB-K17/0724,CB-K17/0661,CB-K17/0657,CB-K17/0582,CB-K17/0581,CB-K17/0506,CB-K17/0504,CB-K17/0467,CB-K17/0345,CB-K17/0098,CB-K17/0089,CB-K17/0086,CB-K17/0082,CB-K16/1837,CB-K16/1830,CB-K16/1635,CB-K16/1630,CB-K16/1624,CB-K16/1622,CB-K16/1500,CB-K16/1465,CB-K16/1307,CB-K16/1296",
73605de2d6e68a5c6ea385cfc4f8142ff63047564c2cca9959153fc35f56d0d5,,27017.0,tcp,7.5,High,95,Workaround,Unprotected MongoDB Service,The remote MongoDB service is unprotected.,Vulnerability was detected according to the Vulnerability Detection Method.,1.3.6.1.4.1.25623.1.0.105235,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T00:43:35Z,8b299e05-5045-4615-8898-f4fb68c22843,"Attackers can exploit this issue to obtain sensitive information that
  may lead to further attacks.",Enable authentication or restrict access to the MongoDB service.,,,"Send a local.startup_log query and check the response.
Details:
Unprotected MongoDB Service
(OID: 1.3.6.1.4.1.25623.1.0.105235)
Version used: 2023-07-25T05:05:58Z
","Product: cpe:/a:mongodb:mongodb:2.6.3
Method: MongoDB Detection
(OID: 1.3.6.1.4.1.25623.1.0.100747)
",,,
6454382c62b916cc53d2a21e17c09005a186dc16c99fcccde5ecf64234879f37,a39720a2be89dbf195b7beae391619df84e54e7ac8a8e7ce0ec02269b31b4385,36380.0,tcp,7.5,High,100,Workaround,Redis Server No Password,The remote Redis server is not protected with a password.,Vulnerability was detected according to the Vulnerability Detection Method.,1.3.6.1.4.1.25623.1.0.105291,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T00:34:51Z,b848b449-9071-4583-80dc-256edeb607db,"This issue may be exploited by a remote attacker to gain
  access to sensitive information or modify system configuration.",Set password.,,It was possible to login without a password.,"Evaluate if the remote Redis server is protected by a password.
Details:
Redis Server No Password
(OID: 1.3.6.1.4.1.25623.1.0.105291)
Version used: 2022-12-02T10:11:16Z
",,,,
2e78ad65b07a722767e2de66021fe8aa9efcc3d7487ec33ea79e1e6abdf7a904,,80.0,tcp,7.5,High,99,VendorFix,WordPress Slider Revolution Arbitrary File Download Vulnerability,WordPress Slider Revolution is prone to an arbitrary file download vulnerability,"Vulnerable URL: http://150.164.203.16/wp-admin/admin-ajax.php?action=revslider_show_image&img=../wp-config.php
",1.3.6.1.4.1.25623.1.0.105070,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T00:33:37Z,291033ac-5407-46c0-96eb-d4e18e9dfb89,"Exploiting this issue could allow an attacker to compromise the
application and the underlying system. Other attacks are also possible.",Ask the vendor for an update,,,"Send a crafted HTTP GET request and check the response
Details:
WordPress Slider Revolution Arbitrary File Download Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.105070)
Version used: 2023-07-26T05:05:09Z
",,,,
69a67d6ece0baa5ae49253768d35ffc10c2b13d6ad129db6cf60f7e8d0ec3599,,49153.0,tcp,7.5,High,100,VendorFix,libupnp Unhandled POST Write Vulnerability,libupnp is prone to a unhandled POST write vulnerability,"Vulnerable URL: http://150.164.203.162:49153/openvasvt_cve_2016_6255.test

Please delete this uploaded test file.
",1.3.6.1.4.1.25623.1.0.106155,CVE-2016-6255,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-11T23:55:17Z,dd59027b-1e38-4ed0-a26f-514c5c1aa12b,An unauthenticated attacker may write arbitrary files to the filesystem.,Upgrade to version 1.6.21 or later.,,"If there's no registered handler for a POST request, the default
  behaviour is to write it to the filesystem. Therefore it is possible to write arbitrary files to it.","Tries to write a file und retrieve it again.
Details:
libupnp Unhandled POST Write Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.106155)
Version used: 2023-07-21T05:05:22Z
","Product: cpe:/a:libupnp_project:libupnp:1.6.20
Method: libupnp Detection Consolidation
(OID: 1.3.6.1.4.1.25623.1.0.113700)
",,"DFN-CERT-2017-0574,DFN-CERT-2016-2091,CB-K17/0558,CB-K16/1977",
6454382c62b916cc53d2a21e17c09005a186dc16c99fcccde5ecf64234879f37,a39720a2be89dbf195b7beae391619df84e54e7ac8a8e7ce0ec02269b31b4385,36379.0,tcp,7.5,High,100,Workaround,Redis Server No Password,The remote Redis server is not protected with a password.,Vulnerability was detected according to the Vulnerability Detection Method.,1.3.6.1.4.1.25623.1.0.105291,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T00:34:51Z,8b8810cc-6f71-46ce-9a95-a717f196b416,"This issue may be exploited by a remote attacker to gain
  access to sensitive information or modify system configuration.",Set password.,,It was possible to login without a password.,"Evaluate if the remote Redis server is protected by a password.
Details:
Redis Server No Password
(OID: 1.3.6.1.4.1.25623.1.0.105291)
Version used: 2022-12-02T10:11:16Z
",,,,
04146d6115a0be0f9b8d0856a2778f2e3fb9518ce8fc39665a04d7c9288f59f7,,6379.0,tcp,7.5,High,100,Workaround,Redis Server No Password,The remote Redis server is not protected with a password.,Vulnerability was detected according to the Vulnerability Detection Method.,1.3.6.1.4.1.25623.1.0.105291,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T01:40:16Z,b430ed6d-b777-4321-90f1-b8d98fc0f0c1,"This issue may be exploited by a remote attacker to gain
  access to sensitive information or modify system configuration.",Set password.,,It was possible to login without a password.,"Evaluate if the remote Redis server is protected by a password.
Details:
Redis Server No Password
(OID: 1.3.6.1.4.1.25623.1.0.105291)
Version used: 2022-12-02T10:11:16Z
",,,,
c71b62b58670ec16047a240ec281e86aa27850f4afa89180e4bbe3b3e6a59e2f,5ddb90c40ab3587fd28d719dc1e0f19510191bfa93b5e10d6a79691a2d019033,111.0,tcp,6.4,Medium,80,Mitigation,RPC Portmapper Service Public WAN (Internet) / Public LAN Accessible,"The script checks if the target host is running a RPC Portmapper
  service accessible from a public WAN (Internet) / public LAN.",Vulnerability was detected according to the Vulnerability Detection Method.,1.3.6.1.4.1.25623.1.0.104901,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T01:48:59Z,b17e8cd3-2db1-4ebc-b0ee-d2130dd56663,,"- Only allow access to the RPC Portmapper service from trusted
  sources

  - Disable the service if unused / not required",,"A public accessible RPC Portmapper service is generally seen as
  / assumed to be a security misconfiguration.

  In addition openly accessible RPC Portmapper services can be abused for distributed denial of
  service (DDoS) reflection attacks against third parties.

  Please see the references for more information.","Evaluate if the target host is running a RPC Portmapper
  service accessible from a public WAN (Internet) / public LAN.

  Note: A configuration option 'Network type' to define if a scanned network should be seen as a
  public LAN can be found in the preferences of the following VT:

  Global variable settings (OID: 1.3.6.1.4.1.25623.1.0.12288)
Details:
RPC Portmapper Service Public WAN (Internet) / Public LAN Accessible
(OID: 1.3.6.1.4.1.25623.1.0.104901)
Version used: 2023-09-13T05:05:22Z
",,,,
c3b79affa436243e6fd1ebe78f20d0f9d671c0cb21e1b19d7c811dd30368766c,ac4f8cf04cd0a3a2780fe47589edadce07cd9c8bbf660d7e463e6bf6a5e8bd0c,111.0,tcp,6.4,Medium,80,Mitigation,RPC Portmapper Service Public WAN (Internet) / Public LAN Accessible,"The script checks if the target host is running a RPC Portmapper
  service accessible from a public WAN (Internet) / public LAN.",Vulnerability was detected according to the Vulnerability Detection Method.,1.3.6.1.4.1.25623.1.0.104901,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T01:05:27Z,4a1e3828-a6c6-477f-90cc-67f7abcb008e,,"- Only allow access to the RPC Portmapper service from trusted
  sources

  - Disable the service if unused / not required",,"A public accessible RPC Portmapper service is generally seen as
  / assumed to be a security misconfiguration.

  In addition openly accessible RPC Portmapper services can be abused for distributed denial of
  service (DDoS) reflection attacks against third parties.

  Please see the references for more information.","Evaluate if the target host is running a RPC Portmapper
  service accessible from a public WAN (Internet) / public LAN.

  Note: A configuration option 'Network type' to define if a scanned network should be seen as a
  public LAN can be found in the preferences of the following VT:

  Global variable settings (OID: 1.3.6.1.4.1.25623.1.0.12288)
Details:
RPC Portmapper Service Public WAN (Internet) / Public LAN Accessible
(OID: 1.3.6.1.4.1.25623.1.0.104901)
Version used: 2023-09-13T05:05:22Z
",,,,
c3b79affa436243e6fd1ebe78f20d0f9d671c0cb21e1b19d7c811dd30368766c,ac4f8cf04cd0a3a2780fe47589edadce07cd9c8bbf660d7e463e6bf6a5e8bd0c,111.0,udp,6.4,Medium,80,Mitigation,RPC Portmapper Service Public WAN (Internet) / Public LAN Accessible,"The script checks if the target host is running a RPC Portmapper
  service accessible from a public WAN (Internet) / public LAN.",Vulnerability was detected according to the Vulnerability Detection Method.,1.3.6.1.4.1.25623.1.0.104901,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T01:05:27Z,6b4e1138-d195-4c69-b1a0-c5b76cac92e7,,"- Only allow access to the RPC Portmapper service from trusted
  sources

  - Disable the service if unused / not required",,"A public accessible RPC Portmapper service is generally seen as
  / assumed to be a security misconfiguration.

  In addition openly accessible RPC Portmapper services can be abused for distributed denial of
  service (DDoS) reflection attacks against third parties.

  Please see the references for more information.","Evaluate if the target host is running a RPC Portmapper
  service accessible from a public WAN (Internet) / public LAN.

  Note: A configuration option 'Network type' to define if a scanned network should be seen as a
  public LAN can be found in the preferences of the following VT:

  Global variable settings (OID: 1.3.6.1.4.1.25623.1.0.12288)
Details:
RPC Portmapper Service Public WAN (Internet) / Public LAN Accessible
(OID: 1.3.6.1.4.1.25623.1.0.104901)
Version used: 2023-09-13T05:05:22Z
","Product: cpe:/a:portmap:portmap
Method: RPC Portmapper Service Detection (UDP)
(OID: 1.3.6.1.4.1.25623.1.0.900602)
",,,
c0383595e231074691bf21e66264320055466d9e9391d3163a32667acb93ec1f,b3962f7870367b494746a802cb1743f2f0b152a886c11cf89bb3f504ca810fb2,111.0,tcp,6.4,Medium,80,Mitigation,RPC Portmapper Service Public WAN (Internet) / Public LAN Accessible,"The script checks if the target host is running a RPC Portmapper
  service accessible from a public WAN (Internet) / public LAN.",Vulnerability was detected according to the Vulnerability Detection Method.,1.3.6.1.4.1.25623.1.0.104901,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T01:45:48Z,c4b21650-6ab6-4700-be5b-a32d68aa2130,,"- Only allow access to the RPC Portmapper service from trusted
  sources

  - Disable the service if unused / not required",,"A public accessible RPC Portmapper service is generally seen as
  / assumed to be a security misconfiguration.

  In addition openly accessible RPC Portmapper services can be abused for distributed denial of
  service (DDoS) reflection attacks against third parties.

  Please see the references for more information.","Evaluate if the target host is running a RPC Portmapper
  service accessible from a public WAN (Internet) / public LAN.

  Note: A configuration option 'Network type' to define if a scanned network should be seen as a
  public LAN can be found in the preferences of the following VT:

  Global variable settings (OID: 1.3.6.1.4.1.25623.1.0.12288)
Details:
RPC Portmapper Service Public WAN (Internet) / Public LAN Accessible
(OID: 1.3.6.1.4.1.25623.1.0.104901)
Version used: 2023-09-13T05:05:22Z
",,,,
c71b62b58670ec16047a240ec281e86aa27850f4afa89180e4bbe3b3e6a59e2f,5ddb90c40ab3587fd28d719dc1e0f19510191bfa93b5e10d6a79691a2d019033,111.0,udp,6.4,Medium,80,Mitigation,RPC Portmapper Service Public WAN (Internet) / Public LAN Accessible,"The script checks if the target host is running a RPC Portmapper
  service accessible from a public WAN (Internet) / public LAN.",Vulnerability was detected according to the Vulnerability Detection Method.,1.3.6.1.4.1.25623.1.0.104901,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T01:48:59Z,bd8367c2-31f2-4752-93eb-4fc8902c1a68,,"- Only allow access to the RPC Portmapper service from trusted
  sources

  - Disable the service if unused / not required",,"A public accessible RPC Portmapper service is generally seen as
  / assumed to be a security misconfiguration.

  In addition openly accessible RPC Portmapper services can be abused for distributed denial of
  service (DDoS) reflection attacks against third parties.

  Please see the references for more information.","Evaluate if the target host is running a RPC Portmapper
  service accessible from a public WAN (Internet) / public LAN.

  Note: A configuration option 'Network type' to define if a scanned network should be seen as a
  public LAN can be found in the preferences of the following VT:

  Global variable settings (OID: 1.3.6.1.4.1.25623.1.0.12288)
Details:
RPC Portmapper Service Public WAN (Internet) / Public LAN Accessible
(OID: 1.3.6.1.4.1.25623.1.0.104901)
Version used: 2023-09-13T05:05:22Z
","Product: cpe:/a:portmap:portmap
Method: RPC Portmapper Service Detection (UDP)
(OID: 1.3.6.1.4.1.25623.1.0.900602)
",,,
c0383595e231074691bf21e66264320055466d9e9391d3163a32667acb93ec1f,b3962f7870367b494746a802cb1743f2f0b152a886c11cf89bb3f504ca810fb2,111.0,udp,6.4,Medium,80,Mitigation,RPC Portmapper Service Public WAN (Internet) / Public LAN Accessible,"The script checks if the target host is running a RPC Portmapper
  service accessible from a public WAN (Internet) / public LAN.",Vulnerability was detected according to the Vulnerability Detection Method.,1.3.6.1.4.1.25623.1.0.104901,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T01:45:48Z,a01b5377-5e47-48f6-9e7f-c1e091484bd9,,"- Only allow access to the RPC Portmapper service from trusted
  sources

  - Disable the service if unused / not required",,"A public accessible RPC Portmapper service is generally seen as
  / assumed to be a security misconfiguration.

  In addition openly accessible RPC Portmapper services can be abused for distributed denial of
  service (DDoS) reflection attacks against third parties.

  Please see the references for more information.","Evaluate if the target host is running a RPC Portmapper
  service accessible from a public WAN (Internet) / public LAN.

  Note: A configuration option 'Network type' to define if a scanned network should be seen as a
  public LAN can be found in the preferences of the following VT:

  Global variable settings (OID: 1.3.6.1.4.1.25623.1.0.12288)
Details:
RPC Portmapper Service Public WAN (Internet) / Public LAN Accessible
(OID: 1.3.6.1.4.1.25623.1.0.104901)
Version used: 2023-09-13T05:05:22Z
","Product: cpe:/a:portmap:portmap
Method: RPC Portmapper Service Detection (UDP)
(OID: 1.3.6.1.4.1.25623.1.0.900602)
",,,
1e5d80c81a477d0849c2bc553cf1f0946f673f3249b08653ed12c52d7d920f83,1c09414bbda7e011e4a8bbd7855fe7e05ea87ddd80274ea55e13c006b076b2ac,111.0,udp,6.4,Medium,80,Mitigation,RPC Portmapper Service Public WAN (Internet) / Public LAN Accessible,"The script checks if the target host is running a RPC Portmapper
  service accessible from a public WAN (Internet) / public LAN.",Vulnerability was detected according to the Vulnerability Detection Method.,1.3.6.1.4.1.25623.1.0.104901,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T00:16:57Z,b26bff63-c80d-43c8-967b-99100f22db48,,"- Only allow access to the RPC Portmapper service from trusted
  sources

  - Disable the service if unused / not required",,"A public accessible RPC Portmapper service is generally seen as
  / assumed to be a security misconfiguration.

  In addition openly accessible RPC Portmapper services can be abused for distributed denial of
  service (DDoS) reflection attacks against third parties.

  Please see the references for more information.","Evaluate if the target host is running a RPC Portmapper
  service accessible from a public WAN (Internet) / public LAN.

  Note: A configuration option 'Network type' to define if a scanned network should be seen as a
  public LAN can be found in the preferences of the following VT:

  Global variable settings (OID: 1.3.6.1.4.1.25623.1.0.12288)
Details:
RPC Portmapper Service Public WAN (Internet) / Public LAN Accessible
(OID: 1.3.6.1.4.1.25623.1.0.104901)
Version used: 2023-09-13T05:05:22Z
","Product: cpe:/a:portmap:portmap
Method: RPC Portmapper Service Detection (UDP)
(OID: 1.3.6.1.4.1.25623.1.0.900602)
",,,
1e5d80c81a477d0849c2bc553cf1f0946f673f3249b08653ed12c52d7d920f83,1c09414bbda7e011e4a8bbd7855fe7e05ea87ddd80274ea55e13c006b076b2ac,111.0,tcp,6.4,Medium,80,Mitigation,RPC Portmapper Service Public WAN (Internet) / Public LAN Accessible,"The script checks if the target host is running a RPC Portmapper
  service accessible from a public WAN (Internet) / public LAN.",Vulnerability was detected according to the Vulnerability Detection Method.,1.3.6.1.4.1.25623.1.0.104901,,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-12T00:16:57Z,21220cf6-360e-456b-b4da-bd0d1bb6eadd,,"- Only allow access to the RPC Portmapper service from trusted
  sources

  - Disable the service if unused / not required",,"A public accessible RPC Portmapper service is generally seen as
  / assumed to be a security misconfiguration.

  In addition openly accessible RPC Portmapper services can be abused for distributed denial of
  service (DDoS) reflection attacks against third parties.

  Please see the references for more information.","Evaluate if the target host is running a RPC Portmapper
  service accessible from a public WAN (Internet) / public LAN.

  Note: A configuration option 'Network type' to define if a scanned network should be seen as a
  public LAN can be found in the preferences of the following VT:

  Global variable settings (OID: 1.3.6.1.4.1.25623.1.0.12288)
Details:
RPC Portmapper Service Public WAN (Internet) / Public LAN Accessible
(OID: 1.3.6.1.4.1.25623.1.0.104901)
Version used: 2023-09-13T05:05:22Z
",,,,
6baf64815ef536a2c9bc03085b5e2dfd211e27cde315cf4cafc9dd45c6e1e528,d6885a80e5c12cac2407c61d41a2c2f3914977ef057f30bca05722e765700693,80.0,tcp,6.1,Medium,80,VendorFix,jQuery < 1.9.0 XSS Vulnerability,"jQuery is prone to a cross-site scripting (XSS)
  vulnerability.","Installed version: 1.7.1
Fixed version:     1.9.0
Installation
path / port:       /static/horizon/js/jquery/jquery.min.js

Detection info (see OID: 1.3.6.1.4.1.25623.1.0.150658 for more info):
- Identified file: http://oxala.speed.dcc.ufmg.br/static/horizon/js/jquery/jquery.min.js
- Referenced at:   http://oxala.speed.dcc.ufmg.br/auth/login/
",1.3.6.1.4.1.25623.1.0.141636,CVE-2012-6708,3178055c-b36b-4a35-a136-1f8bd9ac278b,Rede speed,2024-08-11T23:55:22Z,f8f4e561-c08f-46f6-b43c-1c877b47e5d2,,Update to version 1.9.0 or later.,jQuery prior to version 1.9.0.,"The jQuery(strInput) function does not differentiate selectors
  from HTML in a reliable fashion. In vulnerable versions, jQuery determined whether the input was
  HTML by looking for the '<' character anywhere in the string, giving attackers more flexibility
  when attempting to construct a malicious payload. In fixed versions, jQuery only deems the input
  to be HTML if it explicitly starts with the '<' character, limiting exploitability only to
  attackers who can control the beginning of a string, which is far less common.","Checks if a vulnerable version is present on the target host.
Details:
jQuery < 1.9.0 XSS Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.141636)
Version used: 2023-07-14T05:06:08Z
",,,"DFN-CERT-2023-1197,DFN-CERT-2020-0590,WID-SEC-2022-0673,CB-K22/0045,CB-K18/1131",
